Precodice;ID;ID Prodotto;Codice Prodotto;Prodotto;Categoria Merceologica;Fornitore;Costo Unitario;Periodo;;
PM;627;PM627;PMLie627;Lievito;Cibo;Mangia Sano SNC;0,42;31/12/2019;;
PM;628;PM628;PMLie628;Lievito;Cibo;Mangia Sano SNC;0,43;31/12/2019;;
PM;629;PM629;PMLie629;Lievito;Cibo;Mangia Sano SNC;0,38;31/12/2019;;
PM;630;PM630;PMLie630;Lievito;Cibo;Mangia Sano SNC;0,37;31/12/2019;;
PS;631;PS631;PSOrt631;Ortaggi;Cibo;San Patrizio Food&Beverage LTD;6,05;31/12/2019;;
PS;632;PS632;PSOrt632;Ortaggi;Cibo;San Patrizio Food&Beverage LTD;3,12;31/12/2019;;
PM;633;PM633;PMAce633;Aceto;Cibo;Mangia Sano SNC;2,39;31/12/2019;;
PS;634;PS634;PSOli634;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;5,00;31/12/2019;;
PS;635;PS635;PSOli635;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;7,97;31/12/2019;;
PS;636;PS636;PSOli636;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;8,00;31/12/2019;;
PS;637;PS637;PSOli637;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;8,02;31/12/2019;;
PD;638;PD638;PDDol638;Dolci in scatola;Cibo;Dolci Grossi SRL;3,40;31/12/2019;;
PC;639;PC639;PCCaf639;Caffè;Cibo;Caffe Brasiliano SARL;22,95;31/12/2019;;
PM;640;PM640;PMFar640;Farina;Cibo;Mangia Sano SNC;3,98;31/12/2019;;
PM;641;PM641;PMFar641;Farina;Cibo;Mangia Sano SNC;12,32;31/12/2019;;
PS;642;PS642;PSSpe642;Spezie;Cibo;San Patrizio Food&Beverage LTD;9,64;31/12/2019;;
PM;643;PM643;PMSpr643;Spruzza;Cibo;Mangia Sano SNC;7,38;31/12/2019;;
PM;644;PM644;PMLie644;Lievito;Cibo;Mangia Sano SNC;0,77;31/12/2019;;
PM;645;PM645;PMLie645;Lievito;Cibo;Mangia Sano SNC;0,76;31/12/2019;;
PM;646;PM646;PMSpr646;Spruzza;Cibo;Mangia Sano SNC;6,97;31/12/2019;;
PM;647;PM647;PMSpr647;Spruzza;Cibo;Mangia Sano SNC;6,66;31/12/2019;;
PM;648;PM648;PMSpr648;Spruzza;Cibo;Mangia Sano SNC;6,70;31/12/2019;;
PM;649;PM649;PMSpr649;Spruzza;Cibo;Mangia Sano SNC;6,34;31/12/2019;;
PM;650;PM650;PMSpr650;Spruzza;Cibo;Mangia Sano SNC;5,15;31/12/2019;;
PM;651;PM651;PMLie651;Lievito;Cibo;Mangia Sano SNC;0,83;31/12/2019;;
PC;652;PC652;PCZuc652;Zucchero;Cibo;Caffe Brasiliano SARL;2,28;31/12/2019;;
PM;653;PM653;PMLie653;Lievito;Cibo;Mangia Sano SNC;0,82;31/12/2019;;
PM;654;PM654;PMLie654;Lievito;Cibo;Mangia Sano SNC;1,05;31/12/2019;;
PC;655;PC655;PCZuc655;Zucchero;Cibo;Caffe Brasiliano SARL;2,23;31/12/2019;;
PM;656;PM656;PMLie656;Lievito;Cibo;Mangia Sano SNC;1,01;31/12/2019;;
PM;657;PM657;PMFar657;Farina;Cibo;Mangia Sano SNC;0,68;31/12/2019;;
PS;658;PS658;PSOli658;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;0,38;31/12/2019;;
PM;659;PM659;PMLie659;Lievito;Cibo;Mangia Sano SNC;0,71;31/12/2019;;
PM;660;PM660;PMLie660;Lievito;Cibo;Mangia Sano SNC;0,68;31/12/2019;;
PM;661;PM661;PMSpr661;Spruzza;Cibo;Mangia Sano SNC;5,70;31/12/2019;;
PM;662;PM662;PMFar662;Farina;Cibo;Mangia Sano SNC;2,46;31/12/2019;;
PM;663;PM663;PMFar663;Farina;Cibo;Mangia Sano SNC;5,04;31/12/2019;;
PS;664;PS664;PSOli664;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;0,64;31/12/2019;;
PS;665;PS665;PSSpe665;Spezie;Cibo;San Patrizio Food&Beverage LTD;8,49;31/12/2019;;
PM;666;PM666;PMAce666;Aceto;Cibo;Mangia Sano SNC;6,46;31/12/2019;;
PC;667;PC667;PCZuc667;Zucchero;Cibo;Caffe Brasiliano SARL;3,25;31/12/2019;;
PM;668;PM668;PMFar668;Farina;Cibo;Mangia Sano SNC;14,43;31/12/2019;;
PD;669;PD669;PDDol669;Dolci vari;Cibo;Dolci Grossi SRL;21,80;31/12/2019;;
PM;670;PM670;PMFar670;Farina;Cibo;Mangia Sano SNC;12,32;31/12/2019;;
PS;671;PS671;PSPop671;Popcorn;Cibo;San Patrizio Food&Beverage LTD;2,57;31/12/2019;;
PM;672;PM672;PMFar672;Farina;Cibo;Mangia Sano SNC;14,65;31/12/2019;;
PM;673;PM673;PMAce673;Aceto;Cibo;Mangia Sano SNC;0,89;31/12/2019;;
PS;674;PS674;PSSpe674;Spezie;Cibo;San Patrizio Food&Beverage LTD;1,89;31/12/2019;;
PD;675;PD675;PDDol675;Dolci vari;Cibo;Dolci Grossi SRL;22,16;31/12/2019;;
PC;676;PC676;PCCaf676;Caffè in capsule;Cibo;Caffe Brasiliano SARL;2,59;31/12/2019;;
PM;677;PM677;PMFar677;Farina;Cibo;Mangia Sano SNC;2,39;31/12/2019;;
PM;678;PM678;PMFar678;Farina;Cibo;Mangia Sano SNC;16,80;31/12/2019;;
PC;679;PC679;PCCaf679;Caffè in capsule;Cibo;Caffe Brasiliano SARL;2,56;31/12/2019;;
PM;680;PM680;PMLie680;Lievito;Cibo;Mangia Sano SNC;0,80;31/12/2019;;
PM;681;PM681;PMLie681;Lievito;Cibo;Mangia Sano SNC;0,45;31/12/2019;;
PM;682;PM682;PMLie682;Lievito;Cibo;Mangia Sano SNC;0,44;31/12/2019;;
PM;683;PM683;PMLie683;Lievito;Cibo;Mangia Sano SNC;0,83;31/12/2019;;
PS;684;PS684;PSOrt684;Ortaggi;Cibo;San Patrizio Food&Beverage LTD;3,11;31/12/2019;;
PM;685;PM685;PMFar685;Farina;Cibo;Mangia Sano SNC;18,90;31/12/2019;;
PM;686;PM686;PMFar686;Farina;Cibo;Mangia Sano SNC;0,52;31/12/2019;;
PM;687;PM687;PMFar687;Farina;Cibo;Mangia Sano SNC;15,84;31/12/2019;;
PS;688;PS688;PSOli688;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;2,95;31/12/2019;;
PS;689;PS689;PSOrt689;Ortaggi;Cibo;San Patrizio Food&Beverage LTD;3,45;31/12/2019;;
PS;690;PS690;PSOli690;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;0,93;31/12/2019;;
PS;691;PS691;PSOrt691;Ortaggi;Cibo;San Patrizio Food&Beverage LTD;2,98;31/12/2019;;
PS;692;PS692;PSOli692;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;0,92;31/12/2019;;
PC;693;PC693;PCZuc693;Zucchero;Cibo;Caffe Brasiliano SARL;1,92;31/12/2019;;
PS;694;PS694;PSOli694;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;0,63;31/12/2019;;
PS;695;PS695;PSOrt695;Ortaggi;Cibo;San Patrizio Food&Beverage LTD;1,46;31/12/2019;;
PS;696;PS696;PSOrt696;Ortaggi;Cibo;San Patrizio Food&Beverage LTD;1,44;31/12/2019;;
PD;697;PD697;PDDol697;Dolci vari;Cibo;Dolci Grossi SRL;11,64;31/12/2019;;
PC;698;PC698;PCZuc698;Zucchero;Cibo;Caffe Brasiliano SARL;1,92;31/12/2019;;
PC;699;PC699;PCZuc699;Zucchero;Cibo;Caffe Brasiliano SARL;1,90;31/12/2019;;
PC;700;PC700;PCZuc700;Zucchero;Cibo;Caffe Brasiliano SARL;1,89;31/12/2019;;
PM;701;PM701;PMFar701;Farina;Cibo;Mangia Sano SNC;11,41;31/12/2019;;
PS;702;PS702;PSOli702;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;1,02;31/12/2019;;
PS;703;PS703;PSOli703;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;1,03;31/12/2019;;
PS;704;PS704;PSOli704;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;1,21;31/12/2019;;
PS;705;PS705;PSOli705;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;1,20;31/12/2019;;
PS;706;PS706;PSPas706;Passata di pomodoro;Cibo;San Patrizio Food&Beverage LTD;1,64;31/12/2019;;
PM;707;PM707;PMFar707;Farina;Cibo;Mangia Sano SNC;2,21;31/12/2019;;
PM;708;PM708;PMFar708;Farina;Cibo;Mangia Sano SNC;2,43;31/12/2019;;
PB;709;PB709;PBLiq709;Liquori;Bibite;Bibite Fresche SPA;37,45;31/12/2019;;
PB;710;PB710;PBLiq710;Liquori;Bibite;Bibite Fresche SPA;33,87;31/12/2019;;
PM;711;PM711;PMLie711;Lievito;Cibo;Mangia Sano SNC;2,04;31/12/2019;;
PM;712;PM712;PMLie712;Lievito;Cibo;Mangia Sano SNC;2,23;31/12/2019;;
PM;713;PM713;PMFar713;Farina;Cibo;Mangia Sano SNC;13,57;31/12/2019;;
PM;714;PM714;PMFar714;Farina;Cibo;Mangia Sano SNC;16,31;31/12/2019;;
PC;715;PC715;PCCaf715;Caffè;Cibo;Caffe Brasiliano SARL;22,47;31/12/2019;;
PS;716;PS716;PSOrt716;Ortaggi;Cibo;San Patrizio Food&Beverage LTD;3,25;31/12/2019;;
PS;717;PS717;PSOrt717;Ortaggi;Cibo;San Patrizio Food&Beverage LTD;3,08;31/12/2019;;
PS;718;PS718;PSOrt718;Ortaggi;Cibo;San Patrizio Food&Beverage LTD;2,60;31/12/2019;;
PC;719;PC719;PCZuc719;Zucchero;Cibo;Caffe Brasiliano SARL;5,10;31/12/2019;;
PC;720;PC720;PCZuc720;Zucchero;Cibo;Caffe Brasiliano SARL;5,14;31/12/2019;;
PS;721;PS721;PSOli721;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;0,35;31/12/2019;;
PS;722;PS722;PSOli722;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;0,34;31/12/2019;;
PS;723;PS723;PSOli723;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;0,34;31/12/2019;;
PS;724;PS724;PSOli724;Olio d'Oliva;Cibo;San Patrizio Food&Beverage LTD;6,00;31/12/2019;;
PD;725;PD725;PDDol725;Dolci in scatola;Cibo;Dolci Grossi SRL;1,05;31/12/2019;;
PS;726;PS726;PSOli726;Olio d'Oliva;Cibo;San Patrizio Food&Beverage LTD;5,12;31/12/2019;;
PS;727;PS727;PSOli727;Olio d'Oliva;Cibo;San Patrizio Food&Beverage LTD;6,65;31/12/2019;;
PS;728;PS728;PSOli728;Olio d'Oliva;Cibo;San Patrizio Food&Beverage LTD;3,74;31/12/2019;;
PS;729;PS729;PSOrt729;Ortaggi;Cibo;San Patrizio Food&Beverage LTD;2,96;31/12/2019;;
PC;730;PC730;PCZuc730;Zucchero;Cibo;Caffe Brasiliano SARL;8,00;31/12/2019;;
PM;731;PM731;PMFar731;Farina;Cibo;Mangia Sano SNC;2,74;31/12/2019;;
PM;732;PM732;PMFar732;Farina;Cibo;Mangia Sano SNC;2,75;31/12/2019;;
PM;733;PM733;PMFar733;Farina;Cibo;Mangia Sano SNC;2,80;31/12/2019;;
PM;734;PM734;PMFar734;Farina;Cibo;Mangia Sano SNC;2,85;31/12/2019;;
PD;735;PD735;PDDol735;Dolci vari;Cibo;Dolci Grossi SRL;14,51;31/12/2019;;
PS;736;PS736;PSOrt736;Ortaggi;Cibo;San Patrizio Food&Beverage LTD;2,51;31/12/2019;;
PB;737;PB737;PBVin737;Vino Bianco;Bibite;Bibite Fresche SPA;1,38;31/12/2019;;
PB;738;PB738;PBVin738;Vino Bianco;Bibite;Bibite Fresche SPA;1,45;31/12/2019;;
PM;739;PM739;PMLie739;Lievito;Cibo;Mangia Sano SNC;0,72;31/12/2019;;
PS;740;PS740;PSOli740;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;1,40;31/12/2019;;
PB;741;PB741;PBVin741;Vino Bianco;Bibite;Bibite Fresche SPA;1,42;31/12/2019;;
PC;742;PC742;PCLat742;Latte;Cibo;Caffe Brasiliano SARL;2,69;31/12/2019;;
PS;743;PS743;PSOli743;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;0,73;31/12/2019;;
PS;744;PS744;PSOli744;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;0,73;31/12/2019;;
PS;745;PS745;PSOli745;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;1,43;31/12/2019;;
PS;746;PS746;PSOli746;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;1,41;31/12/2019;;
PS;747;PS747;PSOli747;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;1,44;31/12/2019;;
PS;748;PS748;PSOli748;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;1,40;31/12/2019;;
PB;749;PB749;PBVin749;Vino Bianco;Bibite;Bibite Fresche SPA;1,45;31/12/2019;;
PB;750;PB750;PBVin750;Vino Bianco;Bibite;Bibite Fresche SPA;1,45;31/12/2019;;
PS;751;PS751;PSOli751;Olio d'Oliva;Cibo;San Patrizio Food&Beverage LTD;6,56;31/12/2019;;
PS;752;PS752;PSSpe752;Spezie;Cibo;San Patrizio Food&Beverage LTD;2,76;31/12/2019;;
PS;753;PS753;PSOli753;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;8,33;31/12/2019;;
PS;754;PS754;PSOli754;Olio speziati;Cibo;San Patrizio Food&Beverage LTD;8,28;31/12/2019;;
PM;755;PM755;PMFar755;Farina;Cibo;Mangia Sano SNC;2,53;31/12/2019;;
PM;756;PM756;PMFar756;Farina;Cibo;Mangia Sano SNC;2,52;31/12/2019;;
PS;757;PS757;PSPop757;Popcorn;Cibo;San Patrizio Food&Beverage LTD;1,51;31/12/2019;;
PS;758;PS758;PSPop758;Popcorn;Cibo;San Patrizio Food&Beverage LTD;1,52;31/12/2019;;
PS;759;PS759;PSPop759;Popcorn;Cibo;San Patrizio Food&Beverage LTD;1,57;31/12/2019;;
PS;760;PS760;PSPop760;Popcorn;Cibo;San Patrizio Food&Beverage LTD;1,50;31/12/2019;;
PM;761;PM761;PMFar761;Farina;Cibo;Mangia Sano SNC;1,11;31/12/2019;;
PM;762;PM762;PMFar762;Farina;Cibo;Mangia Sano SNC;1,13;31/12/2019;;
PS;763;PS763;PSSpe763;Spezie;Cibo;San Patrizio Food&Beverage LTD;14,18;31/12/2019;;
PM;764;PM764;PMFar764;Farina;Cibo;Mangia Sano SNC;2,68;31/12/2019;;
PM;765;PM765;PMFar765;Farina;Cibo;Mangia Sano SNC;2,66;31/12/2019;;
PM;766;PM766;PMFar766;Farina;Cibo;Mangia Sano SNC;2,65;31/12/2019;;
PM;767;PM767;PMLie767;Lievito;Cibo;Mangia Sano SNC;1,36;31/12/2019;;
